HEADER DATE 31-Jul-2017 20:22:58
HEADER RANDSEED 1742288182
Param True_Value Sim_Value Sim_Time Input mRNA foldedP fluo
Kf 0.002000 0.012956 0.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 5.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 10.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 15.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 20.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 25.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 30.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 35.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 40.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 45.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 50.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 55.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 60.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 65.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 70.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 75.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 80.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 85.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 90.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 95.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 100.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 105.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 110.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 115.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 120.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 125.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 130.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 135.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 140.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 145.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 150.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 155.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 160.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 165.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 170.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 175.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 180.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 185.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 190.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 195.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 200.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 205.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 210.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 215.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 220.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 225.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 230.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 235.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 240.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 245.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 250.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 255.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 260.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 265.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 270.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 275.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 280.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 285.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 290.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 295.000000 0.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 300.000000 2.000000 0.001104 0.000481 0.002709
Kf 0.002000 0.012956 305.000000 2.000000 0.193226 0.005219 0.002813
Kf 0.002000 0.012956 310.000000 2.000000 0.358586 0.017859 0.003488
Kf 0.002000 0.012956 315.000000 2.000000 0.500914 0.036370 0.005169
Kf 0.002000 0.012956 320.000000 2.000000 0.623417 0.059109 0.008168
