ParamName True_Value Sim_Value InputType ResponseTime Interp_ResponseTime
d1 0.030000 0.163009 StepUp 985.000000 983.273131
d1 0.030000 0.195754 StepUp 985.000000 983.273131
d1 0.030000 0.244298 StepUp 980.000000 983.273131
d1 0.030000 0.216014 StepUp 985.000000 983.273131
d1 0.030000 0.272294 StepUp 980.000000 983.273131
d1 0.030000 0.109665 StepUp 985.000000 983.273131
d1 0.030000 0.049653 StepUp 985.000000 984.273409
d1 0.030000 0.294675 StepUp 980.000000 983.273131
d1 0.030000 0.075427 StepUp 980.000000 983.273131
d1 0.030000 0.248903 StepUp 980.000000 983.273131
d1 0.030000 0.066999 StepUp 985.000000 984.273409
d1 0.030000 0.014038 StepUp 1005.000000 1003.278689
d1 0.030000 0.262410 StepUp 980.000000 983.273131
d1 0.030000 0.192029 StepUp 985.000000 983.273131
d1 0.030000 0.154955 StepUp 985.000000 983.273131
d1 0.030000 0.115769 StepUp 980.000000 984.273409
d1 0.030000 0.190090 StepUp 985.000000 983.273131
d1 0.030000 0.136706 StepUp 985.000000 983.273131
d1 0.030000 0.055704 StepUp 985.000000 984.273409
d1 0.030000 0.291611 StepUp 980.000000 983.273131
d1 0.030000 0.055951 StepUp 985.000000 984.273409
d1 0.030000 0.239720 StepUp 980.000000 983.273131
alpha2 0.010000 0.055163 StepUp 990.000000 987.274243
alpha2 0.010000 0.034586 StepUp 990.000000 987.274243
alpha2 0.010000 0.009975 StepUp 990.000000 987.274243
alpha2 0.010000 0.053027 StepUp 990.000000 987.274243
alpha2 0.010000 0.092420 StepUp 990.000000 987.274243
alpha2 0.010000 0.080469 StepUp 990.000000 987.274243
alpha2 0.010000 0.075178 StepUp 990.000000 987.274243
alpha2 0.010000 0.040969 StepUp 990.000000 987.274243
alpha2 0.010000 0.007829 StepUp 990.000000 987.274243
alpha2 0.010000 0.042303 StepUp 990.000000 987.274243
alpha2 0.010000 0.035767 StepUp 990.000000 987.274243
alpha2 0.010000 0.095256 StepUp 990.000000 987.274243
alpha2 0.010000 0.022026 StepUp 990.000000 987.274243
alpha2 0.010000 0.097316 StepUp 990.000000 987.274243
alpha2 0.010000 0.031551 StepUp 990.000000 987.274243
alpha2 0.010000 0.022870 StepUp 990.000000 987.274243
alpha2 0.010000 0.028044 StepUp 990.000000 987.274243
alpha2 0.010000 0.035789 StepUp 990.000000 987.274243
alpha2 0.010000 0.027295 StepUp 990.000000 987.274243
alpha2 0.010000 0.065015 StepUp 990.000000 987.274243
alpha2 0.010000 0.040594 StepUp 990.000000 987.274243
alpha2 0.010000 0.072422 StepUp 990.000000 987.274243
alpha2 0.010000 0.050074 StepUp 990.000000 987.274243
alpha2 0.010000 0.015652 StepUp 990.000000 987.274243
alpha2 0.010000 0.097820 StepUp 990.000000 987.274243
alpha2 0.010000 0.043204 StepUp 990.000000 987.274243
alpha2 0.010000 0.047399 StepUp 990.000000 987.274243
alpha2 0.010000 0.025336 StepUp 990.000000 987.274243
alpha2 0.010000 0.069551 StepUp 990.000000 987.274243
alpha2 0.010000 0.062155 StepUp 990.000000 987.274243
alpha2 0.010000 0.007725 StepUp 990.000000 987.274243
alpha2 0.010000 0.010862 StepUp 990.000000 987.274243
alpha2 0.010000 0.025300 StepUp 990.000000 987.274243
alpha2 0.010000 0.038257 StepUp 990.000000 987.274243
alpha2 0.010000 0.033178 StepUp 990.000000 987.274243
alpha2 0.010000 0.069068 StepUp 990.000000 987.274243
alpha2 0.010000 0.039532 StepUp 990.000000 987.274243
alpha2 0.010000 0.018360 StepUp 990.000000 987.274243
alpha2 0.010000 0.001353 StepUp 990.000000 987.274243
alpha2 0.010000 0.086023 StepUp 990.000000 987.274243
alpha2 0.010000 0.071795 StepUp 990.000000 987.274243
alpha2 0.010000 0.081739 StepUp 990.000000 987.274243
alpha2 0.010000 0.061067 StepUp 990.000000 987.274243
alpha2 0.010000 0.087654 StepUp 990.000000 987.274243
alpha2 0.010000 0.013866 StepUp 990.000000 987.274243
alpha2 0.010000 0.054423 StepUp 990.000000 987.274243
alpha2 0.010000 0.097717 StepUp 990.000000 987.274243
alpha2 0.010000 0.055747 StepUp 990.000000 987.274243
alpha2 0.010000 0.088225 StepUp 990.000000 987.274243
alpha2 0.010000 0.024096 StepUp 990.000000 987.274243
alpha2 0.010000 0.054317 StepUp 990.000000 987.274243
alpha2 0.010000 0.019365 StepUp 990.000000 987.274243
alpha2 0.010000 0.096192 StepUp 990.000000 987.274243
alpha2 0.010000 0.058322 StepUp 990.000000 987.274243
alpha2 0.010000 0.032544 StepUp 990.000000 987.274243
alpha2 0.010000 0.077651 StepUp 990.000000 987.274243
alpha2 0.010000 0.035596 StepUp 990.000000 987.274243
alpha2 0.010000 0.045367 StepUp 990.000000 987.274243
alpha2 0.010000 0.029086 StepUp 990.000000 987.274243
alpha2 0.010000 0.008602 StepUp 990.000000 987.274243
alpha2 0.010000 0.076181 StepUp 990.000000 987.274243
alpha2 0.010000 0.054471 StepUp 990.000000 987.274243
alpha2 0.010000 0.080291 StepUp 990.000000 987.274243
alpha2 0.010000 0.082365 StepUp 990.000000 987.274243
alpha2 0.010000 0.084329 StepUp 990.000000 987.274243
alpha2 0.010000 0.005760 StepUp 990.000000 987.274243
alpha2 0.010000 0.052230 StepUp 990.000000 987.274243
alpha2 0.010000 0.047761 StepUp 990.000000 987.274243
alpha2 0.010000 0.084151 StepUp 990.000000 987.274243
alpha2 0.010000 0.061706 StepUp 990.000000 987.274243
alpha2 0.010000 0.027275 StepUp 990.000000 987.274243
alpha2 0.010000 0.022681 StepUp 990.000000 987.274243
alpha2 0.010000 0.037274 StepUp 990.000000 987.274243
alpha2 0.010000 0.047672 StepUp 990.000000 987.274243
alpha2 0.010000 0.006375 StepUp 990.000000 987.274243
alpha2 0.010000 0.086161 StepUp 990.000000 987.274243
alpha2 0.010000 0.055122 StepUp 990.000000 987.274243
alpha2 0.010000 0.014744 StepUp 990.000000 987.274243
alpha2 0.010000 0.075350 StepUp 990.000000 987.274243
alpha2 0.010000 0.053794 StepUp 990.000000 987.274243
alpha2 0.010000 0.098242 StepUp 990.000000 987.274243
alpha2 0.010000 0.077375 StepUp 990.000000 987.274243
alpha2 0.010000 0.041379 StepUp 990.000000 987.274243
alpha2 0.010000 0.020859 StepUp 990.000000 987.274243
alpha2 0.010000 0.009856 StepUp 990.000000 987.274243
alpha2 0.010000 0.048861 StepUp 990.000000 987.274243
alpha2 0.010000 0.034568 StepUp 990.000000 987.274243
alpha2 0.010000 0.011598 StepUp 990.000000 987.274243
alpha2 0.010000 0.041755 StepUp 990.000000 987.274243
alpha2 0.010000 0.029314 StepUp 990.000000 987.274243
alpha2 0.010000 0.088163 StepUp 990.000000 987.274243
alpha2 0.010000 0.074640 StepUp 990.000000 987.274243
alpha2 0.010000 0.027768 StepUp 990.000000 987.274243
alpha2 0.010000 0.060317 StepUp 990.000000 987.274243
alpha2 0.010000 0.021340 StepUp 990.000000 987.274243
alpha2 0.010000 0.018227 StepUp 990.000000 987.274243
alpha2 0.010000 0.086295 StepUp 990.000000 987.274243
alpha2 0.010000 0.092730 StepUp 990.000000 987.274243
alpha2 0.010000 0.078227 StepUp 990.000000 987.274243
alpha2 0.010000 0.059498 StepUp 990.000000 987.274243
d2 0.010000 0.033828 StepUp 960.000000 960.266741
d2 0.010000 0.084995 StepUp 955.000000 957.265907
d2 0.010000 0.019798 StepUp 965.000000 966.268408
d2 0.010000 0.050617 StepUp 960.000000 958.266185
d2 0.010000 0.021272 StepUp 965.000000 964.267852
d2 0.010000 0.079824 StepUp 960.000000 958.266185
d2 0.010000 0.081761 StepUp 960.000000 957.265907
d2 0.010000 0.047173 StepUp 955.000000 958.266185
d2 0.010000 0.021193 StepUp 965.000000 965.268130
d2 0.010000 0.044046 StepUp 960.000000 959.266463
d2 0.010000 0.065849 StepUp 955.000000 957.265907
d2 0.010000 0.039713 StepUp 960.000000 959.266463
d2 0.010000 0.005613 StepUp 1025.000000 1027.285357
d2 0.010000 0.002387 StepUp 1140.000000 1139.316477
d2 0.010000 0.099247 StepUp 955.000000 957.265907
d2 0.010000 0.075366 StepUp 960.000000 957.265907
d2 0.010000 0.088812 StepUp 955.000000 958.266185
d2 0.010000 0.042237 StepUp 960.000000 959.266463
d2 0.010000 0.019732 StepUp 965.000000 966.268408
d2 0.010000 0.050026 StepUp 960.000000 958.266185
d2 0.010000 0.007987 StepUp 1000.000000 1000.277855
d2 0.010000 0.030737 StepUp 960.000000 961.267019
d2 0.010000 0.019609 StepUp 965.000000 966.268408
d2 0.010000 0.006148 StepUp 1020.000000 1019.283134
d2 0.010000 0.058099 StepUp 960.000000 957.265907
d2 0.010000 0.014261 StepUp 970.000000 973.270353
d2 0.010000 0.053668 StepUp 960.000000 958.266185
d2 0.010000 0.018772 StepUp 965.000000 967.268686
d2 0.010000 0.075416 StepUp 960.000000 957.265907
d2 0.010000 0.094831 StepUp 955.000000 957.265907
d2 0.010000 0.001798 StepUp 1185.000000 1187.329814
d2 0.010000 0.098419 StepUp 955.000000 957.265907
d2 0.010000 0.088348 StepUp 955.000000 958.266185
d2 0.010000 0.046574 StepUp 955.000000 958.266185
d2 0.010000 0.095330 StepUp 955.000000 957.265907
d2 0.010000 0.047154 StepUp 955.000000 958.266185
d2 0.010000 0.007443 StepUp 1005.000000 1004.278966
d2 0.010000 0.038298 StepUp 960.000000 959.266463
d2 0.010000 0.041967 StepUp 960.000000 959.266463
d2 0.010000 0.087457 StepUp 955.000000 958.266185
d2 0.010000 0.070185 StepUp 960.000000 957.265907
d2 0.010000 0.001743 StepUp 1195.000000 1193.331481
d2 0.010000 0.083216 StepUp 960.000000 957.265907
d2 0.010000 0.085975 StepUp 955.000000 957.265907
d2 0.010000 0.052213 StepUp 960.000000 958.266185
d2 0.010000 0.015410 StepUp 970.000000 972.270075
d2 0.010000 0.041941 StepUp 960.000000 959.266463
d2 0.010000 0.008771 StepUp 995.000000 993.275910
d2 0.010000 0.045628 StepUp 955.000000 959.266463
d2 0.010000 0.019408 StepUp 965.000000 967.268686
d2 0.010000 0.045477 StepUp 955.000000 959.266463
d2 0.010000 0.018994 StepUp 965.000000 967.268686
d2 0.010000 0.098501 StepUp 955.000000 957.265907
d2 0.010000 0.062952 StepUp 955.000000 958.266185
d2 0.010000 0.013585 StepUp 975.000000 975.270909
d2 0.010000 0.041043 StepUp 960.000000 959.266463
d2 0.010000 0.058144 StepUp 960.000000 957.265907
d2 0.010000 0.019023 StepUp 965.000000 967.268686
d2 0.010000 0.090591 StepUp 955.000000 957.265907
d2 0.010000 0.040216 StepUp 960.000000 959.266463
d2 0.010000 0.062783 StepUp 955.000000 958.266185
d2 0.010000 0.007237 StepUp 1005.000000 1006.279522
d2 0.010000 0.060439 StepUp 955.000000 958.266185
d2 0.010000 0.048089 StepUp 955.000000 958.266185
d2 0.010000 0.060256 StepUp 955.000000 958.266185
d2 0.010000 0.038996 StepUp 960.000000 959.266463
d2 0.010000 0.090008 StepUp 955.000000 957.265907
d2 0.010000 0.072505 StepUp 960.000000 957.265907
d2 0.010000 0.096648 StepUp 955.000000 958.266185
d2 0.010000 0.017301 StepUp 970.000000 968.268964
d2 0.010000 0.049239 StepUp 960.000000 958.266185
d2 0.010000 0.003163 StepUp 1095.000000 1096.304529
d2 0.010000 0.036490 StepUp 955.000000 959.266463
d2 0.010000 0.047957 StepUp 955.000000 958.266185
d2 0.010000 0.016522 StepUp 970.000000 970.269519
d2 0.010000 0.088595 StepUp 955.000000 958.266185
d2 0.010000 0.005303 StepUp 1035.000000 1032.286746
d2 0.010000 0.037895 StepUp 960.000000 959.266463
d2 0.010000 0.037943 StepUp 960.000000 959.266463
d2 0.010000 0.085230 StepUp 955.000000 957.265907
d2 0.010000 0.008092 StepUp 1000.000000 998.277299
d2 0.010000 0.016470 StepUp 970.000000 970.269519
d2 0.010000 0.012071 StepUp 980.000000 979.272020
d2 0.010000 0.062695 StepUp 955.000000 958.266185
d2 0.010000 0.012188 StepUp 975.000000 979.272020
d2 0.010000 0.024154 StepUp 965.000000 963.267574
d2 0.010000 0.049072 StepUp 960.000000 958.266185
d2 0.010000 0.078802 StepUp 960.000000 957.265907
d2 0.010000 0.018070 StepUp 970.000000 968.268964
d2 0.010000 0.055102 StepUp 960.000000 958.266185
d2 0.010000 0.052998 StepUp 960.000000 958.266185
d2 0.010000 0.041413 StepUp 960.000000 959.266463
d2 0.010000 0.063477 StepUp 955.000000 958.266185
d2 0.010000 0.040681 StepUp 960.000000 958.266185
d2 0.010000 0.058963 StepUp 955.000000 958.266185
d2 0.010000 0.002829 StepUp 1110.000000 1112.308975
d2 0.010000 0.051349 StepUp 960.000000 958.266185
d2 0.010000 0.040561 StepUp 960.000000 958.266185
d2 0.010000 0.086863 StepUp 955.000000 958.266185
d2 0.010000 0.075775 StepUp 960.000000 957.265907
Kf 0.002000 0.008649 StepUp 970.000000 969.269241
Kf 0.002000 0.006473 StepUp 975.000000 973.270353
Kf 0.002000 0.010045 StepUp 970.000000 968.268964
Kf 0.002000 0.019267 StepUp 960.000000 962.267296
Kf 0.002000 0.011166 StepUp 965.000000 966.268408
Kf 0.002000 0.011974 StepUp 965.000000 966.268408
Kf 0.002000 0.002848 StepUp 980.000000 984.273409
Kf 0.002000 0.012877 StepUp 965.000000 965.268130
Kf 0.002000 0.018741 StepUp 960.000000 962.267296
Kf 0.002000 0.017056 StepUp 965.000000 963.267574
Kf 0.002000 0.004559 StepUp 980.000000 978.271742
Kf 0.002000 0.014392 StepUp 965.000000 964.267852
Kf 0.002000 0.004403 StepUp 975.000000 978.271742
Kf 0.002000 0.002745 StepUp 980.000000 983.273131
Kf 0.002000 0.003883 StepUp 980.000000 980.272298
Kf 0.002000 0.018986 StepUp 960.000000 962.267296
Kf 0.002000 0.001410 StepUp 990.000000 990.275076
Kf 0.002000 0.010662 StepUp 965.000000 967.268686
Kf 0.002000 0.014486 StepUp 965.000000 964.267852
Kf 0.002000 0.015140 StepUp 960.000000 964.267852
Kf 0.002000 0.006163 StepUp 970.000000 974.270631
Kf 0.002000 0.003736 StepUp 980.000000 980.272298
Kf 0.002000 0.018160 StepUp 965.000000 962.267296
Kf 0.002000 0.008740 StepUp 965.000000 969.269241
Kf 0.002000 0.001226 StepUp 990.000000 991.275354
Kf 0.002000 0.019698 StepUp 960.000000 961.267019
Kf 0.002000 0.003018 StepUp 985.000000 982.272854
Kf 0.002000 0.003136 StepUp 985.000000 983.273131
Kf 0.002000 0.002556 StepUp 985.000000 985.273687
Kf 0.002000 0.004065 StepUp 980.000000 979.272020
Kf 0.002000 0.001888 StepUp 990.000000 987.274243
Kf 0.002000 0.017246 StepUp 965.000000 963.267574
Kf 0.002000 0.003630 StepUp 980.000000 980.272298
Kf 0.002000 0.001833 StepUp 990.000000 988.274521
Kf 0.002000 0.007402 StepUp 970.000000 972.270075
Kf 0.002000 0.006417 StepUp 970.000000 974.270631
Kf 0.002000 0.002193 StepUp 985.000000 986.273965
Kf 0.002000 0.001000 StepUp 990.000000 993.275910
Kf 0.002000 0.010292 StepUp 970.000000 967.268686
Kf 0.002000 0.017369 StepUp 965.000000 962.267296
Kf 0.002000 0.018304 StepUp 960.000000 962.267296
Kf 0.002000 0.002544 StepUp 985.000000 985.273687
Kf 0.002000 0.013233 StepUp 965.000000 965.268130
Kf 0.002000 0.008746 StepUp 965.000000 969.269241
Kf 0.002000 0.009224 StepUp 970.000000 969.269241
Kf 0.002000 0.000983 StepUp 990.000000 992.275632
Kf 0.002000 0.013179 StepUp 965.000000 965.268130
Kf 0.002000 0.019540 StepUp 960.000000 962.267296
Kf 0.002000 0.013974 StepUp 965.000000 964.267852
Kf 0.002000 0.002539 StepUp 985.000000 985.273687
Kf 0.002000 0.010089 StepUp 970.000000 968.268964
Kf 0.002000 0.015437 StepUp 960.000000 963.267574
Kf 0.002000 0.013769 StepUp 965.000000 964.267852
Kf 0.002000 0.019237 StepUp 960.000000 962.267296
Kf 0.002000 0.016283 StepUp 965.000000 963.267574
Kf 0.002000 0.001479 StepUp 990.000000 990.275076
Kf 0.002000 0.019861 StepUp 960.000000 961.267019
Kf 0.002000 0.001505 StepUp 985.000000 990.275076
Kf 0.002000 0.017882 StepUp 965.000000 963.267574
Kf 0.002000 0.013309 StepUp 965.000000 964.267852
Kf 0.002000 0.012956 StepUp 965.000000 965.268130
Kf 0.002000 0.005286 StepUp 975.000000 976.271186
Kf 0.002000 0.001232 StepUp 990.000000 990.275076
Kf 0.002000 0.010472 StepUp 965.000000 967.268686
Kf 0.002000 0.004025 StepUp 980.000000 979.272020
Kf 0.002000 0.011904 StepUp 965.000000 965.268130
Kf 0.002000 0.017613 StepUp 965.000000 962.267296
Kf 0.002000 0.015889 StepUp 960.000000 963.267574
Kf 0.002000 0.011805 StepUp 965.000000 966.268408
Kf 0.002000 0.013107 StepUp 965.000000 965.268130
Kf 0.002000 0.002434 StepUp 985.000000 985.273687
Kf 0.002000 0.007158 StepUp 975.000000 972.270075
Kf 0.002000 0.012377 StepUp 970.000000 965.268130
Kf 0.002000 0.004184 StepUp 975.000000 979.272020
Kf 0.002000 0.006917 StepUp 975.000000 973.270353
Kf 0.002000 0.013195 StepUp 965.000000 965.268130
Kf 0.002000 0.019990 StepUp 960.000000 961.267019
Kf 0.002000 0.014996 StepUp 965.000000 963.267574
Kf 0.002000 0.012701 StepUp 965.000000 966.268408
Kf 0.002000 0.004538 StepUp 980.000000 978.271742
Kf 0.002000 0.007445 StepUp 970.000000 972.270075
Kf 0.002000 0.000947 StepUp 995.000000 992.275632
Kf 0.002000 0.007296 StepUp 975.000000 971.269797
Kf 0.002000 0.016763 StepUp 965.000000 962.267296
Kf 0.002000 0.012732 StepUp 965.000000 966.268408
Kf 0.002000 0.016767 StepUp 965.000000 962.267296
Kf 0.002000 0.016520 StepUp 965.000000 963.267574
Kf 0.002000 0.001119 StepUp 990.000000 992.275632
Kf 0.002000 0.001275 StepUp 990.000000 991.275354
Kf 0.002000 0.002777 StepUp 980.000000 983.273131
Kf 0.002000 0.001297 StepUp 990.000000 991.275354
Kf 0.002000 0.014097 StepUp 965.000000 964.267852
Kf 0.002000 0.017640 StepUp 965.000000 962.267296
Kf 0.002000 0.003424 StepUp 980.000000 981.272576
Kf 0.002000 0.010217 StepUp 970.000000 968.268964
Kf 0.002000 0.005950 StepUp 975.000000 974.270631
Kf 0.002000 0.013946 StepUp 965.000000 964.267852
Kf 0.002000 0.015499 StepUp 960.000000 963.267574
Kf 0.002000 0.017069 StepUp 965.000000 963.267574
Kf 0.002000 0.013270 StepUp 965.000000 964.267852
Kb 0.002300 0.007169 StepUp 390.000000 390.108363
Kb 0.002300 0.006766 StepUp 405.000000 405.112531
Kb 0.002300 0.018434 StepUp 250.000000 250.069464
Kb 0.002300 0.002901 StepUp 800.000000 800.222284
Kb 0.002300 0.001385 StepUp 1530.000000 1532.425674
Kb 0.002300 0.006291 StepUp 430.000000 427.118644
Kb 0.002300 0.017793 StepUp 250.000000 253.070297
Kb 0.002300 0.013365 StepUp 280.000000 280.077799
Kb 0.002300 0.006299 StepUp 430.000000 426.118366
Kb 0.002300 0.002576 StepUp 890.000000 890.247291
Kb 0.002300 0.004798 StepUp 525.000000 521.144762
Kb 0.002300 0.001707 StepUp 1290.000000 1289.358155
Kb 0.002300 0.011314 StepUp 300.000000 302.083912
Kb 0.002300 0.011333 StepUp 300.000000 302.083912
Kb 0.002300 0.014158 StepUp 270.000000 274.076132
Kb 0.002300 0.020698 StepUp 240.000000 242.067241
Kb 0.002300 0.010659 StepUp 310.000000 311.086413
Kb 0.002300 0.012983 StepUp 285.000000 284.078911
Kb 0.002300 0.004135 StepUp 585.000000 588.163379
Kb 0.002300 0.017183 StepUp 255.000000 256.071131
Kb 0.002300 0.003501 StepUp 680.000000 677.188108
Kb 0.002300 0.012310 StepUp 290.000000 291.080856
Kb 0.002300 0.008078 StepUp 360.000000 362.100583
Kb 0.002300 0.019687 StepUp 245.000000 245.068074
Kb 0.002300 0.005933 StepUp 445.000000 445.123645
Kb 0.002300 0.013799 StepUp 275.000000 277.076966
Kb 0.002300 0.001469 StepUp 1460.000000 1463.406502
Kb 0.002300 0.015529 StepUp 265.000000 264.073354
Kb 0.002300 0.002932 StepUp 795.000000 791.219783
Kb 0.002300 0.008170 StepUp 360.000000 359.099750
Kb 0.002300 0.003366 StepUp 700.000000 701.194776
Kb 0.002300 0.017360 StepUp 255.000000 255.070853
Kb 0.002300 0.003406 StepUp 690.000000 693.192553
Kb 0.002300 0.014407 StepUp 275.000000 272.075577
Kb 0.002300 0.015318 StepUp 265.000000 266.073909
Kb 0.002300 0.002203 StepUp 1025.000000 1027.285357
Kb 0.002300 0.021202 StepUp 240.000000 241.066963
Kb 0.002300 0.012245 StepUp 295.000000 291.080856
Kb 0.002300 0.011925 StepUp 295.000000 295.081967
Kb 0.002300 0.001616 StepUp 1355.000000 1352.375660
Kb 0.002300 0.007505 StepUp 380.000000 379.105307
Kb 0.002300 0.013273 StepUp 280.000000 281.078077
Kb 0.002300 0.006020 StepUp 440.000000 440.122256
Kb 0.002300 0.021988 StepUp 235.000000 238.066129
Kb 0.002300 0.019003 StepUp 250.000000 248.068908
Kb 0.002300 0.017867 StepUp 250.000000 252.070019
Kb 0.002300 0.012243 StepUp 295.000000 291.080856
Kb 0.002300 0.004514 StepUp 545.000000 548.152265
Kb 0.002300 0.005257 StepUp 485.000000 486.135038
Kb 0.002300 0.013749 StepUp 275.000000 278.077244
Kb 0.002300 0.003443 StepUp 690.000000 687.190886
Kb 0.002300 0.008136 StepUp 360.000000 360.100028
Kb 0.002300 0.005565 StepUp 465.000000 466.129480
Kb 0.002300 0.007577 StepUp 375.000000 377.104751
Kb 0.002300 0.008665 StepUp 350.000000 347.096416
Kb 0.002300 0.004797 StepUp 525.000000 521.144762
Kb 0.002300 0.009141 StepUp 335.000000 337.093637
Kb 0.002300 0.014421 StepUp 275.000000 272.075577
Kb 0.002300 0.018512 StepUp 250.000000 250.069464
Kb 0.002300 0.003118 StepUp 750.000000 750.208391
Kb 0.002300 0.005014 StepUp 505.000000 504.140039
Kb 0.002300 0.006405 StepUp 420.000000 421.116977
Kb 0.002300 0.002578 StepUp 890.000000 890.247291
Kb 0.002300 0.000540 StepUp 2335.000000 2332.647958
Kb 0.002300 0.020073 StepUp 245.000000 244.067797
Kb 0.002300 0.006772 StepUp 405.000000 405.112531
Kb 0.002300 0.008211 StepUp 360.000000 359.099750
Kb 0.002300 0.003459 StepUp 685.000000 684.190053
Kb 0.002300 0.012873 StepUp 285.000000 285.079189
Kb 0.002300 0.017274 StepUp 255.000000 256.071131
Kb 0.002300 0.007713 StepUp 370.000000 373.103640
Kb 0.002300 0.019186 StepUp 250.000000 247.068630
Kb 0.002300 0.014249 StepUp 270.000000 273.075854
Kb 0.002300 0.010192 StepUp 320.000000 318.088358
Kb 0.002300 0.007270 StepUp 390.000000 387.107530
Kb 0.002300 0.012341 StepUp 290.000000 290.080578
Kb 0.002300 0.010981 StepUp 305.000000 306.085024
Kb 0.002300 0.012069 StepUp 295.000000 293.081412
Kb 0.002300 0.009334 StepUp 330.000000 333.092526
Kb 0.002300 0.011646 StepUp 295.000000 298.082801
Kb 0.002300 0.021253 StepUp 240.000000 241.066963
Kb 0.002300 0.017922 StepUp 250.000000 252.070019
Kb 0.002300 0.008018 StepUp 360.000000 364.101139
Kb 0.002300 0.005943 StepUp 445.000000 444.123368
Kb 0.002300 0.016301 StepUp 260.000000 260.072242
Kb 0.002300 0.019880 StepUp 245.000000 244.067797
Kb 0.002300 0.014439 StepUp 275.000000 272.075577
Kb 0.002300 0.015213 StepUp 270.000000 267.074187
Kb 0.002300 0.008275 StepUp 360.000000 357.099194
Kb 0.002300 0.002056 StepUp 1090.000000 1093.303695
Kb 0.002300 0.005981 StepUp 440.000000 442.122812
Kb 0.002300 0.015855 StepUp 265.000000 263.073076
Kb 0.002300 0.017196 StepUp 255.000000 256.071131
Kb 0.002300 0.011852 StepUp 300.000000 296.082245
Kb 0.002300 0.022755 StepUp 235.000000 237.065852
Kb 0.002300 0.011328 StepUp 300.000000 302.083912
Kb 0.002300 0.009669 StepUp 325.000000 327.090859
Kb 0.002300 0.002740 StepUp 840.000000 841.233676
Kb 0.002300 0.000257 StepUp 2500.000000 2499.694360
Kb 0.002300 0.007534 StepUp 380.000000 378.105029
