HEADER DATE 31-Jul-2017 19:55:55
HEADER RANDSEED 1742125845
Param True_Value Sim_Value Sim_Time Input mRNA foldedP fluo
d1 0.030000 0.177527 0.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 5.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 10.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 15.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 20.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 25.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 30.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 35.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 40.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 45.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 50.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 55.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 60.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 65.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 70.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 75.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 80.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 85.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 90.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 95.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 100.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 105.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 110.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 115.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 120.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 125.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 130.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 135.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 140.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 145.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 150.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 155.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 160.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 165.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 170.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 175.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 180.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 185.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 190.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 195.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 200.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 205.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 210.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 215.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 220.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 225.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 230.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 235.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 240.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 245.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 250.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 255.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 260.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 265.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 270.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 275.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 280.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 285.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 290.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 295.000000 0.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 300.000000 2.000000 0.000187 0.000155 0.000135
d1 0.030000 0.177527 305.000000 2.000000 0.137325 0.004002 0.000149
d1 0.030000 0.177527 310.000000 2.000000 0.193776 0.012016 0.000225
d1 0.030000 0.177527 315.000000 2.000000 0.217011 0.021372 0.000388
d1 0.030000 0.177527 320.000000 2.000000 0.226576 0.030927 0.000644
d1 0.030000 0.177527 325.000000 2.000000 0.230513 0.040232 0.000991
d1 0.030000 0.177527 330.000000 2.000000 0.232133 0.049121 0.001424
