HEADER DATE 07-May-2018 12:05:37
HEADER RANDSEED 0
PARAM_FIT alpha1   0.018539
PARAM_FIT Vm1      0.495000
PARAM_FIT h1       1.754685
PARAM_FIT Km1      5.595413
PARAM_FIT d1       0.230000
PARAM_FIT alpha2   0.975894
PARAM_FIT d2       0.000612
PARAM_FIT Kf       0.021700
PARAM_FIT sc_molec 0.021405
PE_TIME 712.7
