HEADER DATE 11-May-2018 12:07:26
HEADER RANDSEED 0
PARAM_FIT alpha1   0.495000
PARAM_FIT Vm1      0.038800
PARAM_FIT h1       1.728094
PARAM_FIT Km1      5.640197
PARAM_FIT d1       0.080233
PARAM_FIT alpha2   0.960014
PARAM_FIT d2       0.005874
PARAM_FIT Kf       0.001394
PARAM_FIT sc_molec 0.000377
PE_TIME 1831.3
