HEADER DATE 07-May-2018 17:20:09
HEADER RANDSEED 0
PARAM_FIT alpha1   0.020588
PARAM_FIT Vm1      0.495000
PARAM_FIT h1       1.754695
PARAM_FIT Km1      5.595376
PARAM_FIT d1       0.230000
PARAM_FIT alpha2   0.138174
PARAM_FIT d2       0.000612
PARAM_FIT Kf       0.021700
PARAM_FIT sc_molec 0.003031
PE_TIME 842.9
