HEADER DATE 27-Jul-2017 16:21:30
HEADER RANDSEED 1706279339
Param True_Value Sim_Value Sim_Time Input mRNA foldedP fluo
Kf 0.002000 0.005537 0.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 5.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 10.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 15.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 20.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 25.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 30.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 35.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 40.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 45.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 50.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 55.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 60.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 65.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 70.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 75.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 80.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 85.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 90.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 95.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 100.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 105.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 110.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 115.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 120.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 125.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 130.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 135.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 140.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 145.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 150.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 155.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 160.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 165.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 170.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 175.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 180.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 185.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 190.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 195.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 200.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 205.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 210.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 215.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 220.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 225.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 230.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 235.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 240.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 245.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 250.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 255.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 260.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 265.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 270.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 275.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 280.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 285.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 290.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 295.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 300.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 305.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 310.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 315.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 320.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 325.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 330.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 335.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 340.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 345.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 350.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 355.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 360.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 365.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 370.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 375.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 380.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 385.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 390.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 395.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 400.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 405.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 410.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 415.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 420.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 425.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 430.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 435.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 440.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 445.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 450.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 455.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 460.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 465.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 470.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 475.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 480.000000 0.000000 0.001104 0.000711 0.001711
Kf 0.002000 0.005537 485.000000 0.000000 0.001104 0.000711 0.001711
