Var1,Citrine_AU,Iqr
0,1.6849593495935,0.928861788617886
12,24.7581300813008,7.91158536585366
24,23.6565040650407,7.7494918699187
36,24.2479674796748,8.30894308943089
48,23.6178861788618,8.15650406504065
