HEADER DATE 01-Aug-2017 12:47:32
HEADER RANDSEED 1748195539
Param True_Value Sim_Value Sim_Time Input mRNA foldedP fluo
Kf 0.002000 0.016855 0.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 5.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 10.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 15.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 20.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 25.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 30.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 35.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 40.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 45.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 50.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 55.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 60.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 65.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 70.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 75.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 80.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 85.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 90.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 95.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 100.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 105.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 110.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 115.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 120.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 125.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 130.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 135.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 140.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 145.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 150.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 155.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 160.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 165.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 170.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 175.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 180.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 185.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 190.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 195.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 200.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 205.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 210.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 215.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 220.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 225.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 230.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 235.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 240.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 245.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 250.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 255.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 260.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 265.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 270.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 275.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 280.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 285.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 290.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 295.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 300.000000 2.000000 1.380379 0.514010 3.766821
Kf 0.002000 0.016855 305.000000 0.000000 1.188256 0.509304 3.766686
Kf 0.002000 0.016855 310.000000 0.000000 1.022895 0.496854 3.765816
Kf 0.002000 0.016855 315.000000 0.000000 0.880568 0.478797 3.763665
Kf 0.002000 0.016855 320.000000 0.000000 0.758066 0.456835 3.759851
Kf 0.002000 0.016855 325.000000 0.000000 0.652626 0.432319 3.754124
Kf 0.002000 0.016855 330.000000 0.000000 0.561874 0.406310 3.746339
Kf 0.002000 0.016855 335.000000 0.000000 0.483764 0.379632 3.736431
Kf 0.002000 0.016855 340.000000 0.000000 0.416533 0.352918 3.724396
Kf 0.002000 0.016855 345.000000 0.000000 0.358667 0.326644 3.710275
Kf 0.002000 0.016855 350.000000 0.000000 0.308862 0.301162 3.694146
Kf 0.002000 0.016855 355.000000 0.000000 0.265994 0.276722 3.676108
Kf 0.002000 0.016855 360.000000 0.000000 0.229097 0.253493 3.656278
Kf 0.002000 0.016855 365.000000 0.000000 0.197339 0.231582 3.634784
Kf 0.002000 0.016855 370.000000 0.000000 0.170005 0.211047 3.611756
Kf 0.002000 0.016855 375.000000 0.000000 0.146479 0.191907 3.587330
Kf 0.002000 0.016855 380.000000 0.000000 0.126229 0.174151 3.561637
Kf 0.002000 0.016855 385.000000 0.000000 0.108801 0.157747 3.534808
Kf 0.002000 0.016855 390.000000 0.000000 0.093799 0.142649 3.506966
Kf 0.002000 0.016855 395.000000 0.000000 0.080888 0.128798 3.478230
Kf 0.002000 0.016855 400.000000 0.000000 0.069774 0.116126 3.448712
Kf 0.002000 0.016855 405.000000 0.000000 0.060209 0.104565 3.418516
Kf 0.002000 0.016855 410.000000 0.000000 0.051977 0.094042 3.387742
Kf 0.002000 0.016855 415.000000 0.000000 0.044890 0.084484 3.356478
Kf 0.002000 0.016855 420.000000 0.000000 0.038791 0.075819 3.324809
Kf 0.002000 0.016855 425.000000 0.000000 0.033542 0.067979 3.292811
Kf 0.002000 0.016855 430.000000 0.000000 0.029024 0.060896 3.260555
Kf 0.002000 0.016855 435.000000 0.000000 0.025135 0.054507 3.228103
Kf 0.002000 0.016855 440.000000 0.000000 0.021787 0.048752 3.195514
Kf 0.002000 0.016855 445.000000 0.000000 0.018906 0.043575 3.162840
Kf 0.002000 0.016855 450.000000 0.000000 0.016427 0.038924 3.130128
Kf 0.002000 0.016855 455.000000 0.000000 0.014292 0.034749 3.097421
Kf 0.002000 0.016855 460.000000 0.000000 0.012455 0.031007 3.064756
Kf 0.002000 0.016855 465.000000 0.000000 0.010874 0.027655 3.032168
Kf 0.002000 0.016855 470.000000 0.000000 0.009513 0.024655 2.999687
Kf 0.002000 0.016855 475.000000 0.000000 0.008342 0.021974 2.967340
Kf 0.002000 0.016855 480.000000 0.000000 0.007334 0.019578 2.935150
Kf 0.002000 0.016855 485.000000 0.000000 0.006466 0.017440 2.903138
Kf 0.002000 0.016855 490.000000 0.000000 0.005719 0.015533 2.871323
Kf 0.002000 0.016855 495.000000 0.000000 0.005076 0.013833 2.839720
Kf 0.002000 0.016855 500.000000 0.000000 0.004523 0.012319 2.808345
Kf 0.002000 0.016855 505.000000 0.000000 0.004047 0.010971 2.777209
Kf 0.002000 0.016855 510.000000 0.000000 0.003637 0.009772 2.746322
Kf 0.002000 0.016855 515.000000 0.000000 0.003284 0.008705 2.715693
Kf 0.002000 0.016855 520.000000 0.000000 0.002981 0.007758 2.685330
Kf 0.002000 0.016855 525.000000 0.000000 0.002719 0.006916 2.655240
Kf 0.002000 0.016855 530.000000 0.000000 0.002494 0.006169 2.625427
Kf 0.002000 0.016855 535.000000 0.000000 0.002301 0.005506 2.595896
Kf 0.002000 0.016855 540.000000 0.000000 0.002134 0.004917 2.566650
Kf 0.002000 0.016855 545.000000 0.000000 0.001990 0.004396 2.537693
Kf 0.002000 0.016855 550.000000 0.000000 0.001867 0.003934 2.509025
Kf 0.002000 0.016855 555.000000 0.000000 0.001761 0.003524 2.480648
Kf 0.002000 0.016855 560.000000 0.000000 0.001669 0.003161 2.452564
Kf 0.002000 0.016855 565.000000 0.000000 0.001591 0.002840 2.424772
Kf 0.002000 0.016855 570.000000 0.000000 0.001523 0.002556 2.397273
Kf 0.002000 0.016855 575.000000 0.000000 0.001464 0.002305 2.370066
Kf 0.002000 0.016855 580.000000 0.000000 0.001414 0.002083 2.343150
Kf 0.002000 0.016855 585.000000 0.000000 0.001371 0.001886 2.316524
Kf 0.002000 0.016855 590.000000 0.000000 0.001334 0.001712 2.290187
Kf 0.002000 0.016855 595.000000 0.000000 0.001302 0.001559 2.264138
Kf 0.002000 0.016855 600.000000 0.000000 0.001274 0.001423 2.238374
Kf 0.002000 0.016855 605.000000 0.000000 0.001251 0.001303 2.212894
Kf 0.002000 0.016855 610.000000 0.000000 0.001230 0.001198 2.187697
Kf 0.002000 0.016855 615.000000 0.000000 0.001213 0.001104 2.162778
Kf 0.002000 0.016855 620.000000 0.000000 0.001197 0.001022 2.138138
Kf 0.002000 0.016855 625.000000 0.000000 0.001184 0.000949 2.113773
Kf 0.002000 0.016855 630.000000 0.000000 0.001173 0.000885 2.089680
Kf 0.002000 0.016855 635.000000 0.000000 0.001164 0.000829 2.065858
Kf 0.002000 0.016855 640.000000 0.000000 0.001155 0.000779 2.042304
Kf 0.002000 0.016855 645.000000 0.000000 0.001148 0.000735 2.019016
Kf 0.002000 0.016855 650.000000 0.000000 0.001142 0.000696 1.995990
Kf 0.002000 0.016855 655.000000 0.000000 0.001137 0.000662 1.973224
Kf 0.002000 0.016855 660.000000 0.000000 0.001132 0.000632 1.950716
Kf 0.002000 0.016855 665.000000 0.000000 0.001128 0.000605 1.928464
Kf 0.002000 0.016855 670.000000 0.000000 0.001125 0.000582 1.906463
Kf 0.002000 0.016855 675.000000 0.000000 0.001122 0.000561 1.884712
Kf 0.002000 0.016855 680.000000 0.000000 0.001119 0.000543 1.863208
Kf 0.002000 0.016855 685.000000 0.000000 0.001117 0.000527 1.841949
Kf 0.002000 0.016855 690.000000 0.000000 0.001115 0.000513 1.820931
Kf 0.002000 0.016855 695.000000 0.000000 0.001114 0.000501 1.800153
Kf 0.002000 0.016855 700.000000 0.000000 0.001113 0.000490 1.779612
Kf 0.002000 0.016855 705.000000 0.000000 0.001111 0.000481 1.759304
Kf 0.002000 0.016855 710.000000 0.000000 0.001110 0.000472 1.739228
Kf 0.002000 0.016855 715.000000 0.000000 0.001109 0.000465 1.719380
Kf 0.002000 0.016855 720.000000 0.000000 0.001109 0.000458 1.699759
Kf 0.002000 0.016855 725.000000 0.000000 0.001108 0.000453 1.680362
Kf 0.002000 0.016855 730.000000 0.000000 0.001107 0.000448 1.661187
Kf 0.002000 0.016855 735.000000 0.000000 0.001107 0.000443 1.642230
Kf 0.002000 0.016855 740.000000 0.000000 0.001107 0.000439 1.623489
Kf 0.002000 0.016855 745.000000 0.000000 0.001106 0.000436 1.604963
Kf 0.002000 0.016855 750.000000 0.000000 0.001106 0.000433 1.586648
Kf 0.002000 0.016855 755.000000 0.000000 0.001106 0.000430 1.568542
Kf 0.002000 0.016855 760.000000 0.000000 0.001105 0.000428 1.550643
Kf 0.002000 0.016855 765.000000 0.000000 0.001105 0.000426 1.532948
Kf 0.002000 0.016855 770.000000 0.000000 0.001105 0.000424 1.515456
Kf 0.002000 0.016855 775.000000 0.000000 0.001105 0.000423 1.498164
Kf 0.002000 0.016855 780.000000 0.000000 0.001105 0.000421 1.481069
Kf 0.002000 0.016855 785.000000 0.000000 0.001105 0.000420 1.464169
Kf 0.002000 0.016855 790.000000 0.000000 0.001105 0.000419 1.447463
Kf 0.002000 0.016855 795.000000 0.000000 0.001105 0.000418 1.430947
Kf 0.002000 0.016855 800.000000 0.000000 0.001104 0.000417 1.414621
Kf 0.002000 0.016855 805.000000 0.000000 0.001104 0.000416 1.398481
Kf 0.002000 0.016855 810.000000 0.000000 0.001104 0.000416 1.382525
Kf 0.002000 0.016855 815.000000 0.000000 0.001104 0.000415 1.366752
Kf 0.002000 0.016855 820.000000 0.000000 0.001104 0.000415 1.351159
Kf 0.002000 0.016855 825.000000 0.000000 0.001104 0.000414 1.335745
Kf 0.002000 0.016855 830.000000 0.000000 0.001104 0.000414 1.320506
Kf 0.002000 0.016855 835.000000 0.000000 0.001104 0.000414 1.305442
Kf 0.002000 0.016855 840.000000 0.000000 0.001104 0.000413 1.290550
Kf 0.002000 0.016855 845.000000 0.000000 0.001104 0.000413 1.275828
Kf 0.002000 0.016855 850.000000 0.000000 0.001104 0.000413 1.261275
Kf 0.002000 0.016855 855.000000 0.000000 0.001104 0.000413 1.246888
Kf 0.002000 0.016855 860.000000 0.000000 0.001104 0.000412 1.232665
Kf 0.002000 0.016855 865.000000 0.000000 0.001104 0.000412 1.218605
Kf 0.002000 0.016855 870.000000 0.000000 0.001104 0.000412 1.204706
Kf 0.002000 0.016855 875.000000 0.000000 0.001104 0.000412 1.190966
Kf 0.002000 0.016855 880.000000 0.000000 0.001104 0.000412 1.177383
Kf 0.002000 0.016855 885.000000 0.000000 0.001104 0.000412 1.163955
Kf 0.002000 0.016855 890.000000 0.000000 0.001104 0.000412 1.150681
Kf 0.002000 0.016855 895.000000 0.000000 0.001104 0.000412 1.137558
Kf 0.002000 0.016855 900.000000 0.000000 0.001104 0.000412 1.124586
