HEADER DATE 01-Aug-2017 12:41:45
HEADER RANDSEED 1748160831
Param True_Value Sim_Value Sim_Time Input mRNA foldedP fluo
alpha2 0.010000 0.095868 0.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 5.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 10.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 15.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 20.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 25.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 30.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 35.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 40.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 45.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 50.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 55.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 60.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 65.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 70.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 75.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 80.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 85.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 90.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 95.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 100.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 105.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 110.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 115.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 120.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 125.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 130.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 135.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 140.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 145.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 150.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 155.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 160.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 165.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 170.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 175.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 180.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 185.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 190.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 195.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 200.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 205.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 210.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 215.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 220.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 225.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 230.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 235.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 240.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 245.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 250.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 255.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 260.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 265.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 270.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 275.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 280.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 285.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 290.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 295.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 300.000000 2.000000 1.380379 11.027907 9.589484
alpha2 0.010000 0.095868 305.000000 0.000000 1.188257 10.981653 9.589327
alpha2 0.010000 0.095868 310.000000 0.000000 1.022897 10.855147 9.588299
alpha2 0.010000 0.095868 315.000000 0.000000 0.880569 10.664624 9.585693
alpha2 0.010000 0.095868 320.000000 0.000000 0.758066 10.423752 9.580961
alpha2 0.010000 0.095868 325.000000 0.000000 0.652627 10.144023 9.573686
alpha2 0.010000 0.095868 330.000000 0.000000 0.561875 9.835065 9.563560
alpha2 0.010000 0.095868 335.000000 0.000000 0.483764 9.504920 9.550366
alpha2 0.010000 0.095868 340.000000 0.000000 0.416533 9.160282 9.533964
alpha2 0.010000 0.095868 345.000000 0.000000 0.358666 8.806689 9.514273
alpha2 0.010000 0.095868 350.000000 0.000000 0.308861 8.448704 9.491267
alpha2 0.010000 0.095868 355.000000 0.000000 0.265993 8.090064 9.464959
alpha2 0.010000 0.095868 360.000000 0.000000 0.229096 7.733804 9.435395
alpha2 0.010000 0.095868 365.000000 0.000000 0.197339 7.382362 9.402649
alpha2 0.010000 0.095868 370.000000 0.000000 0.170005 7.037676 9.366816
alpha2 0.010000 0.095868 375.000000 0.000000 0.146478 6.701264 9.328005
alpha2 0.010000 0.095868 380.000000 0.000000 0.126229 6.374285 9.286339
alpha2 0.010000 0.095868 385.000000 0.000000 0.108800 6.057607 9.241950
alpha2 0.010000 0.095868 390.000000 0.000000 0.093799 5.751846 9.194973
alpha2 0.010000 0.095868 395.000000 0.000000 0.080887 5.457415 9.145550
alpha2 0.010000 0.095868 400.000000 0.000000 0.069774 5.174557 9.093821
alpha2 0.010000 0.095868 405.000000 0.000000 0.060209 4.903373 9.039930
alpha2 0.010000 0.095868 410.000000 0.000000 0.051976 4.643853 8.984017
alpha2 0.010000 0.095868 415.000000 0.000000 0.044890 4.395891 8.926220
alpha2 0.010000 0.095868 420.000000 0.000000 0.038791 4.159311 8.866676
alpha2 0.010000 0.095868 425.000000 0.000000 0.033541 3.933875 8.805516
alpha2 0.010000 0.095868 430.000000 0.000000 0.029023 3.719301 8.742869
alpha2 0.010000 0.095868 435.000000 0.000000 0.025134 3.515272 8.678857
alpha2 0.010000 0.095868 440.000000 0.000000 0.021787 3.321446 8.613599
alpha2 0.010000 0.095868 445.000000 0.000000 0.018906 3.137463 8.547210
alpha2 0.010000 0.095868 450.000000 0.000000 0.016426 2.962950 8.479798
